source_route,element,attribute,label,raw_url,resolved_url,type,status,final_url,fragment,target_route,owner
"/company/operating-model/","a","href","01 engagements /","engagements/","https://hardmagic.com/engagements/","internal","ok","https://hardmagic.com/engagements/","","/engagements/","route-owner"
"/company/operating-model/","a","href","02 company / partners /","company/partners/","https://hardmagic.com/company/partners/","internal","ok","https://hardmagic.com/company/partners/","","/company/partners/","route-owner"
"/company/operating-model/","a","href","Ready to move Discuss a working model Use the relevant intake or engagement route.","/engagements/","https://hardmagic.com/engagements/","internal","ok","https://hardmagic.com/engagements/","","/engagements/","route-owner"
"/company/operating-model/","a","href","Still framing the question Use the intent-to-system method Continue through a relevant brief, insight, method, or product.","/methods/intent-to-system/","https://hardmagic.com/methods/intent-to-system/","internal","ok","https://hardmagic.com/methods/intent-to-system/","","/methods/intent-to-system/","route-owner"
"/company/operating-model/","a","href","HardMagic home","./","https://hardmagic.com/","internal","ok","https://hardmagic.com/","","/","route-owner"
"/company/operating-model/","img","src","HardMagic","/assets/hardmagic-wordmark.3FJu5chC.svg","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","asset","asset-ok","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","","/assets/hardmagic-wordmark.3FJu5chC.svg/","site-build"
"/company/operating-model/","a","href","Executive advisory","services/executive-advisory/","https://hardmagic.com/services/executive-advisory/","internal","ok","https://hardmagic.com/services/executive-advisory/","","/services/executive-advisory/","route-owner"
"/company/operating-model/","a","href","Engagement models","engagements/","https://hardmagic.com/engagements/","internal","ok","https://hardmagic.com/engagements/","","/engagements/","route-owner"
"/company/operating-model/","a","href","Transformation sprint","engagements/transformation-sprint/","https://hardmagic.com/engagements/transformation-sprint/","internal","ok","https://hardmagic.com/engagements/transformation-sprint/","","/engagements/transformation-sprint/","route-owner"
"/company/operating-model/","a","href","Explore executive advisory","services/executive-advisory/","https://hardmagic.com/services/executive-advisory/","internal","ok","https://hardmagic.com/services/executive-advisory/","","/services/executive-advisory/","route-owner"
"/company/operating-model/","a","href","Technical briefs","briefs/","https://hardmagic.com/briefs/","internal","ok","https://hardmagic.com/briefs/","","/briefs/","route-owner"
"/company/operating-model/","a","href","Generative media operating system","briefs/generative-media-operating-system/","https://hardmagic.com/briefs/generative-media-operating-system/","internal","ok","https://hardmagic.com/briefs/generative-media-operating-system/","","/briefs/generative-media-operating-system/","route-owner"
"/company/operating-model/","a","href","Intelligent media asset estate","briefs/intelligent-media-asset-estate/","https://hardmagic.com/briefs/intelligent-media-asset-estate/","internal","ok","https://hardmagic.com/briefs/intelligent-media-asset-estate/","","/briefs/intelligent-media-asset-estate/","route-owner"
"/company/operating-model/","a","href","Latest insights","insights/","https://hardmagic.com/insights/","internal","ok","https://hardmagic.com/insights/","","/insights/","route-owner"
"/company/operating-model/","a","href","Horizon 2035","horizon/","https://hardmagic.com/horizon/","internal","ok","https://hardmagic.com/horizon/","","/horizon/","route-owner"
"/company/operating-model/","a","href","Methods","methods/","https://hardmagic.com/methods/","internal","ok","https://hardmagic.com/methods/","","/methods/","route-owner"
"/company/operating-model/","a","href","WireMark","products/wiremark/","https://hardmagic.com/products/wiremark/","internal","ok","https://hardmagic.com/products/wiremark/","","/products/wiremark/","route-owner"
"/company/operating-model/","a","href","HardMagic Studio","products/studio/","https://hardmagic.com/products/studio/","internal","ok","https://hardmagic.com/products/studio/","","/products/studio/","route-owner"
"/company/operating-model/","a","href","HardMagic Agent (CLI)","products/cli/","https://hardmagic.com/products/cli/","internal","ok","https://hardmagic.com/products/cli/","","/products/cli/","route-owner"
"/company/operating-model/","a","href","Web Magic","products/web-magic/","https://hardmagic.com/products/web-magic/","internal","ok","https://hardmagic.com/products/web-magic/","","/products/web-magic/","route-owner"
"/company/operating-model/","a","href","About HardMagic","company/","https://hardmagic.com/company/","internal","ok","https://hardmagic.com/company/","","/company/","route-owner"
"/company/operating-model/","a","href","Operating model","company/operating-model/","https://hardmagic.com/company/operating-model/","internal","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","route-owner"
"/company/operating-model/","a","href","Privacy","privacy/","https://hardmagic.com/privacy/","internal","ok","https://hardmagic.com/privacy/","","/privacy/","route-owner"
"/company/operating-model/","meta","content","og:url","https://hardmagic.com/company/operating-model/","https://hardmagic.com/company/operating-model/","metadata","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","seo"
"/company/operating-model/","meta","content","og:image","https://hardmagic.com/og-hardmagic.svg","https://hardmagic.com/og-hardmagic.svg","metadata","asset-ok","https://hardmagic.com/og-hardmagic.svg","","/og-hardmagic.svg/","seo"
"/company/partners/","link","href","canonical","https://hardmagic.com/company/partners/","https://hardmagic.com/company/partners/","metadata","ok","https://hardmagic.com/company/partners/","","/company/partners/","seo"
"/company/partners/","link","href","icon","favicon.svg","https://hardmagic.com/favicon.svg","asset","asset-ok","https://hardmagic.com/favicon.svg","","/favicon.svg/","site-build"
"/company/partners/","link","href","stylesheet","/assets/BaseLayout.DotBEs6i.css","https://hardmagic.com/assets/BaseLayout.DotBEs6i.css","asset","asset-ok","https://hardmagic.com/assets/BaseLayout.DotBEs6i.css","","/assets/BaseLayout.DotBEs6i.css/","site-build"
"/company/partners/","link","href","stylesheet","/assets/_..C56VTl3X.css","https://hardmagic.com/assets/_..C56VTl3X.css","asset","asset-ok","https://hardmagic.com/assets/_..C56VTl3X.css","","/assets/_..C56VTl3X.css/","site-build"
"/company/partners/","a","href","Skip to content","/company/partners/#main","https://hardmagic.com/company/partners/#main","internal","ok","https://hardmagic.com/company/partners/#main","main","/company/partners/","route-owner"
"/company/partners/","a","href","HardMagic home","./","https://hardmagic.com/","internal","ok","https://hardmagic.com/","","/","route-owner"
"/company/partners/","img","src","HardMagic","/assets/hardmagic-wordmark.3FJu5chC.svg","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","asset","asset-ok","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","","/assets/hardmagic-wordmark.3FJu5chC.svg/","site-build"
"/company/partners/","a","href","Selected creative practice Brands, campaigns, images, experiences, and intelligent media built to leave a mark. Explore →","portfolio/","https://hardmagic.com/portfolio/","internal","ok","https://hardmagic.com/portfolio/","","/portfolio/","route-owner"
"/company/partners/","a","href","Human + agent loop Intent to evidence","methods/human-agent-creative-loop/","https://hardmagic.com/methods/human-agent-creative-loop/","internal","ok","https://hardmagic.com/methods/human-agent-creative-loop/","","/methods/human-agent-creative-loop/","route-owner"
"/company/partners/","a","href","Agent handoff","products/wiremark/agent-handoff/","https://hardmagic.com/products/wiremark/agent-handoff/","internal","ok","https://hardmagic.com/products/wiremark/agent-handoff/","","/products/wiremark/agent-handoff/","route-owner"
"/company/partners/","a","href","Agent skills","products/cli/agent-skills/","https://hardmagic.com/products/cli/agent-skills/","internal","ok","https://hardmagic.com/products/cli/agent-skills/","","/products/cli/agent-skills/","route-owner"
"/company/partners/","a","href","GenAI production","insights/from-prompting-to-production-systems/","https://hardmagic.com/insights/from-prompting-to-production-systems/","internal","ok","https://hardmagic.com/insights/from-prompting-to-production-systems/","","/insights/from-prompting-to-production-systems/","route-owner"
"/company/partners/","a","href","HardMagic Studio Multimodal production","products/studio/","https://hardmagic.com/products/studio/","internal","ok","https://hardmagic.com/products/studio/","","/products/studio/","route-owner"
"/company/partners/","a","href","WireMark Canvas to source","products/wiremark/","https://hardmagic.com/products/wiremark/","internal","ok","https://hardmagic.com/products/wiremark/","","/products/wiremark/","route-owner"
"/company/partners/","a","href","HardMagic Agent (CLI)","products/cli/","https://hardmagic.com/products/cli/","internal","ok","https://hardmagic.com/products/cli/","","/products/cli/","route-owner"
"/company/partners/","a","href","Web Magic","products/web-magic/","https://hardmagic.com/products/web-magic/","internal","ok","https://hardmagic.com/products/web-magic/","","/products/web-magic/","route-owner"
"/company/partners/","a","href","State Parks Documentary · place","portfolio/state-parks/","https://hardmagic.com/portfolio/state-parks/","internal","ok","https://hardmagic.com/portfolio/state-parks/","","/portfolio/state-parks/","route-owner"
"/company/partners/","a","href","FashionX Art direction · production","portfolio/fashionx/","https://hardmagic.com/portfolio/fashionx/","internal","ok","https://hardmagic.com/portfolio/fashionx/","","/portfolio/fashionx/","route-owner"
"/company/partners/","a","href","Pranashama Brand · editorial commerce","portfolio/pranashama/","https://hardmagic.com/portfolio/pranashama/","internal","ok","https://hardmagic.com/portfolio/pranashama/","","/portfolio/pranashama/","route-owner"
"/company/partners/","a","href","Tao Cottage Experience · hospitality","portfolio/tao-cottage/","https://hardmagic.com/portfolio/tao-cottage/","internal","ok","https://hardmagic.com/portfolio/tao-cottage/","","/portfolio/tao-cottage/","route-owner"
"/company/partners/","a","href","FocusPass","portfolio/focuspass/","https://hardmagic.com/portfolio/focuspass/","internal","ok","https://hardmagic.com/portfolio/focuspass/","","/portfolio/focuspass/","route-owner"
"/company/partners/","a","href","Pedadida","portfolio/pedadida/","https://hardmagic.com/portfolio/pedadida/","internal","ok","https://hardmagic.com/portfolio/pedadida/","","/portfolio/pedadida/","route-owner"
"/company/partners/","a","href","Airikai","portfolio/airikai/","https://hardmagic.com/portfolio/airikai/","internal","ok","https://hardmagic.com/portfolio/airikai/","","/portfolio/airikai/","route-owner"
"/company/partners/","a","href","Taolo","portfolio/taolo/","https://hardmagic.com/portfolio/taolo/","internal","ok","https://hardmagic.com/portfolio/taolo/","","/portfolio/taolo/","route-owner"
"/company/partners/","a","href","View all work →","portfolio/","https://hardmagic.com/portfolio/","internal","ok","https://hardmagic.com/portfolio/","","/portfolio/","route-owner"
"/company/partners/","a","href","Independent senior practice Bring us the decision that crosses creative, technical, and organizational boundaries. Explore →","services/executive-advisory/","https://hardmagic.com/services/executive-advisory/","internal","ok","https://hardmagic.com/services/executive-advisory/","","/services/executive-advisory/","route-owner"
"/company/partners/","a","href","Executive advisory Senior counsel for consequential decisions","services/executive-advisory/","https://hardmagic.com/services/executive-advisory/","internal","ok","https://hardmagic.com/services/executive-advisory/","","/services/executive-advisory/","route-owner"
"/company/partners/","a","href","Creative direction","services/creative-direction/","https://hardmagic.com/services/creative-direction/","internal","ok","https://hardmagic.com/services/creative-direction/","","/services/creative-direction/","route-owner"
"/company/partners/","a","href","Marketing consulting","services/marketing-consulting/","https://hardmagic.com/services/marketing-consulting/","internal","ok","https://hardmagic.com/services/marketing-consulting/","","/services/marketing-consulting/","route-owner"
"/company/partners/","a","href","Brand systems","services/brand-systems/","https://hardmagic.com/services/brand-systems/","internal","ok","https://hardmagic.com/services/brand-systems/","","/services/brand-systems/","route-owner"
"/company/partners/","a","href","GenAI strategy","services/genai-strategy/","https://hardmagic.com/services/genai-strategy/","internal","ok","https://hardmagic.com/services/genai-strategy/","","/services/genai-strategy/","route-owner"
"/company/partners/","a","href","Creative technology","services/creative-technology/","https://hardmagic.com/services/creative-technology/","internal","ok","https://hardmagic.com/services/creative-technology/","","/services/creative-technology/","route-owner"
"/company/partners/","a","href","Media management","services/media-management/","https://hardmagic.com/services/media-management/","internal","ok","https://hardmagic.com/services/media-management/","","/services/media-management/","route-owner"
"/company/partners/","a","href","Content operations","services/content-operations/","https://hardmagic.com/services/content-operations/","internal","ok","https://hardmagic.com/services/content-operations/","","/services/content-operations/","route-owner"
"/company/partners/","a","href","Compare engagement models Choose the right working relationship","engagements/","https://hardmagic.com/engagements/","internal","ok","https://hardmagic.com/engagements/","","/engagements/","route-owner"
"/company/partners/","a","href","Transformation sprint","engagements/transformation-sprint/","https://hardmagic.com/engagements/transformation-sprint/","internal","ok","https://hardmagic.com/engagements/transformation-sprint/","","/engagements/transformation-sprint/","route-owner"
"/company/partners/","a","href","Fractional creative office","engagements/fractional-creative-office/","https://hardmagic.com/engagements/fractional-creative-office/","internal","ok","https://hardmagic.com/engagements/fractional-creative-office/","","/engagements/fractional-creative-office/","route-owner"
"/company/partners/","a","href","GenAI lab","engagements/genai-lab/","https://hardmagic.com/engagements/genai-lab/","internal","ok","https://hardmagic.com/engagements/genai-lab/","","/engagements/genai-lab/","route-owner"
"/company/partners/","a","href","Managed media desk","engagements/managed-media-desk/","https://hardmagic.com/engagements/managed-media-desk/","internal","ok","https://hardmagic.com/engagements/managed-media-desk/","","/engagements/managed-media-desk/","route-owner"
"/company/partners/","a","href","Product launch room","engagements/product-launch-room/","https://hardmagic.com/engagements/product-launch-room/","internal","ok","https://hardmagic.com/engagements/product-launch-room/","","/engagements/product-launch-room/","route-owner"
"/company/partners/","a","href","Media & entertainment","industries/media-entertainment/","https://hardmagic.com/industries/media-entertainment/","internal","ok","https://hardmagic.com/industries/media-entertainment/","","/industries/media-entertainment/","route-owner"
"/company/partners/","a","href","Consumer brands","industries/consumer-brands/","https://hardmagic.com/industries/consumer-brands/","internal","ok","https://hardmagic.com/industries/consumer-brands/","","/industries/consumer-brands/","route-owner"
"/company/partners/","a","href","Sports & wellness","industries/sports-wellness/","https://hardmagic.com/industries/sports-wellness/","internal","ok","https://hardmagic.com/industries/sports-wellness/","","/industries/sports-wellness/","route-owner"
"/company/partners/","a","href","Software platforms","industries/software-platforms/","https://hardmagic.com/industries/software-platforms/","internal","ok","https://hardmagic.com/industries/software-platforms/","","/industries/software-platforms/","route-owner"
"/company/partners/","a","href","All industry dossiers","industries/","https://hardmagic.com/industries/","internal","ok","https://hardmagic.com/industries/","","/industries/","route-owner"
"/company/partners/","a","href","View all work with us →","services/","https://hardmagic.com/services/","internal","ok","https://hardmagic.com/services/","","/services/","route-owner"
"/company/partners/","a","href","HardMagic / Horizon 2035 Twelve sourced future scenarios for the people deciding what media becomes. Explore →","horizon/","https://hardmagic.com/horizon/","internal","ok","https://hardmagic.com/horizon/","","/horizon/","route-owner"
"/company/partners/","a","href","Latest insights Operational arguments for decision-makers","insights/","https://hardmagic.com/insights/","internal","ok","https://hardmagic.com/insights/","","/insights/","route-owner"
"/company/partners/","a","href","Technical briefs Private, evidence-led decision guides","briefs/","https://hardmagic.com/briefs/","internal","ok","https://hardmagic.com/briefs/","","/briefs/","route-owner"
"/company/partners/","a","href","Horizon 2035 Twelve future scenarios","horizon/","https://hardmagic.com/horizon/","internal","ok","https://hardmagic.com/horizon/","","/horizon/","route-owner"
"/company/partners/","a","href","Methods","methods/","https://hardmagic.com/methods/","internal","ok","https://hardmagic.com/methods/","","/methods/","route-owner"
"/company/partners/","a","href","Editorial policy","editorial-policy/","https://hardmagic.com/editorial-policy/","internal","ok","https://hardmagic.com/editorial-policy/","","/editorial-policy/","route-owner"
"/company/partners/","a","href","Creative direction","insights/creative-direction-after-model-abundance/","https://hardmagic.com/insights/creative-direction-after-model-abundance/","internal","ok","https://hardmagic.com/insights/creative-direction-after-model-abundance/","","/insights/creative-direction-after-model-abundance/","route-owner"
"/company/partners/","a","href","Brand memory","insights/brand-memory-in-generative-systems/","https://hardmagic.com/insights/brand-memory-in-generative-systems/","internal","ok","https://hardmagic.com/insights/brand-memory-in-generative-systems/","","/insights/brand-memory-in-generative-systems/","route-owner"
"/company/partners/","a","href","Human + agent loop","methods/human-agent-creative-loop/","https://hardmagic.com/methods/human-agent-creative-loop/","internal","ok","https://hardmagic.com/methods/human-agent-creative-loop/","","/methods/human-agent-creative-loop/","route-owner"
"/company/partners/","a","href","Accessibility as editorial","methods/accessibility-as-editorial/","https://hardmagic.com/methods/accessibility-as-editorial/","internal","ok","https://hardmagic.com/methods/accessibility-as-editorial/","","/methods/accessibility-as-editorial/","route-owner"
"/company/partners/","a","href","Hybrid inference","methods/hybrid-inference/","https://hardmagic.com/methods/hybrid-inference/","internal","ok","https://hardmagic.com/methods/hybrid-inference/","","/methods/hybrid-inference/","route-owner"
"/company/partners/","a","href","Agent operations","insights/the-case-for-agent-readable-creative-operations/","https://hardmagic.com/insights/the-case-for-agent-readable-creative-operations/","internal","ok","https://hardmagic.com/insights/the-case-for-agent-readable-creative-operations/","","/insights/the-case-for-agent-readable-creative-operations/","route-owner"
"/company/partners/","a","href","Provenance","insights/provenance-without-killing-creative-flow/","https://hardmagic.com/insights/provenance-without-killing-creative-flow/","internal","ok","https://hardmagic.com/insights/provenance-without-killing-creative-flow/","","/insights/provenance-without-killing-creative-flow/","route-owner"
"/company/partners/","a","href","Static publishing","insights/static-websites-as-durable-media/","https://hardmagic.com/insights/static-websites-as-durable-media/","internal","ok","https://hardmagic.com/insights/static-websites-as-durable-media/","","/insights/static-websites-as-durable-media/","route-owner"
"/company/partners/","a","href","Media control room","insights/what-a-modern-media-control-room-needs/","https://hardmagic.com/insights/what-a-modern-media-control-room-needs/","internal","ok","https://hardmagic.com/insights/what-a-modern-media-control-room-needs/","","/insights/what-a-modern-media-control-room-needs/","route-owner"
"/company/partners/","a","href","Collection intelligence","methods/collection-to-intelligence/","https://hardmagic.com/methods/collection-to-intelligence/","internal","ok","https://hardmagic.com/methods/collection-to-intelligence/","","/methods/collection-to-intelligence/","route-owner"
"/company/partners/","a","href","GenAI production","insights/from-prompting-to-production-systems/","https://hardmagic.com/insights/from-prompting-to-production-systems/","internal","ok","https://hardmagic.com/insights/from-prompting-to-production-systems/","","/insights/from-prompting-to-production-systems/","route-owner"
"/company/partners/","a","href","90-day activation","methods/30-60-90-activation/","https://hardmagic.com/methods/30-60-90-activation/","internal","ok","https://hardmagic.com/methods/30-60-90-activation/","","/methods/30-60-90-activation/","route-owner"
"/company/partners/","a","href","View all ideas →","insights/","https://hardmagic.com/insights/","internal","ok","https://hardmagic.com/insights/","","/insights/","route-owner"
"/company/partners/","a","href","The product constellation One system from creative intent to verified delivery. Explore →","products/","https://hardmagic.com/products/","internal","ok","https://hardmagic.com/products/","","/products/","route-owner"
"/company/partners/","a","href","WireMark Repository to canvas","products/wiremark/","https://hardmagic.com/products/wiremark/","internal","ok","https://hardmagic.com/products/wiremark/","","/products/wiremark/","route-owner"
"/company/partners/","a","href","Canvas","products/wiremark/canvas/","https://hardmagic.com/products/wiremark/canvas/","internal","ok","https://hardmagic.com/products/wiremark/canvas/","","/products/wiremark/canvas/","route-owner"
"/company/partners/","a","href","Source intelligence","products/wiremark/source-intelligence/","https://hardmagic.com/products/wiremark/source-intelligence/","internal","ok","https://hardmagic.com/products/wiremark/source-intelligence/","","/products/wiremark/source-intelligence/","route-owner"
"/company/partners/","a","href","Agent handoff","products/wiremark/agent-handoff/","https://hardmagic.com/products/wiremark/agent-handoff/","internal","ok","https://hardmagic.com/products/wiremark/agent-handoff/","","/products/wiremark/agent-handoff/","route-owner"
"/company/partners/","a","href","Privacy & provenance","products/wiremark/privacy-provenance/","https://hardmagic.com/products/wiremark/privacy-provenance/","internal","ok","https://hardmagic.com/products/wiremark/privacy-provenance/","","/products/wiremark/privacy-provenance/","route-owner"
"/company/partners/","a","href","HardMagic Studio Image · motion · sound · form","products/studio/","https://hardmagic.com/products/studio/","internal","ok","https://hardmagic.com/products/studio/","","/products/studio/","route-owner"
"/company/partners/","a","href","Image","products/studio/image/","https://hardmagic.com/products/studio/image/","internal","ok","https://hardmagic.com/products/studio/image/","","/products/studio/image/","route-owner"
"/company/partners/","a","href","Video","products/studio/video/","https://hardmagic.com/products/studio/video/","internal","ok","https://hardmagic.com/products/studio/video/","","/products/studio/video/","route-owner"
"/company/partners/","a","href","Audio","products/studio/audio/","https://hardmagic.com/products/studio/audio/","internal","ok","https://hardmagic.com/products/studio/audio/","","/products/studio/audio/","route-owner"
"/company/partners/","a","href","Hybrid inference","products/studio/hybrid-inference/","https://hardmagic.com/products/studio/hybrid-inference/","internal","ok","https://hardmagic.com/products/studio/hybrid-inference/","","/products/studio/hybrid-inference/","route-owner"
"/company/partners/","a","href","HardMagic Agent (CLI) The `hm` command","products/cli/","https://hardmagic.com/products/cli/","internal","ok","https://hardmagic.com/products/cli/","","/products/cli/","route-owner"
"/company/partners/","a","href","Quickstart","products/cli/quickstart/","https://hardmagic.com/products/cli/quickstart/","internal","ok","https://hardmagic.com/products/cli/quickstart/","","/products/cli/quickstart/","route-owner"
"/company/partners/","a","href","Automation","products/cli/automation/","https://hardmagic.com/products/cli/automation/","internal","ok","https://hardmagic.com/products/cli/automation/","","/products/cli/automation/","route-owner"
"/company/partners/","a","href","Agent skills","products/cli/agent-skills/","https://hardmagic.com/products/cli/agent-skills/","internal","ok","https://hardmagic.com/products/cli/agent-skills/","","/products/cli/agent-skills/","route-owner"
"/company/partners/","a","href","Security","products/cli/security/","https://hardmagic.com/products/cli/security/","internal","ok","https://hardmagic.com/products/cli/security/","","/products/cli/security/","route-owner"
"/company/partners/","a","href","Photo Curator","products/photo-curator/","https://hardmagic.com/products/photo-curator/","internal","ok","https://hardmagic.com/products/photo-curator/","","/products/photo-curator/","route-owner"
"/company/partners/","a","href","GPU Router","products/gpu-router/","https://hardmagic.com/products/gpu-router/","internal","ok","https://hardmagic.com/products/gpu-router/","","/products/gpu-router/","route-owner"
"/company/partners/","a","href","Web Magic","products/web-magic/","https://hardmagic.com/products/web-magic/","internal","ok","https://hardmagic.com/products/web-magic/","","/products/web-magic/","route-owner"
"/company/partners/","a","href","All products","products/","https://hardmagic.com/products/","internal","ok","https://hardmagic.com/products/","","/products/","route-owner"
"/company/partners/","a","href","View all products →","products/","https://hardmagic.com/products/","internal","ok","https://hardmagic.com/products/","","/products/","route-owner"
"/company/partners/","a","href","Independent agentic media company A privately owned Delaware corporation building for the long horizon. Explore →","company/","https://hardmagic.com/company/","internal","ok","https://hardmagic.com/company/","","/company/","route-owner"
"/company/partners/","a","href","Corporation","company/","https://hardmagic.com/company/","internal","ok","https://hardmagic.com/company/","","/company/","route-owner"
"/company/partners/","a","href","Continuity","company/history/","https://hardmagic.com/company/history/","internal","ok","https://hardmagic.com/company/history/","","/company/history/","route-owner"
"/company/partners/","a","href","Founder","company/founder/","https://hardmagic.com/company/founder/","internal","ok","https://hardmagic.com/company/founder/","","/company/founder/","route-owner"
"/company/partners/","a","href","Selected experience","company/selected-experience/","https://hardmagic.com/company/selected-experience/","internal","ok","https://hardmagic.com/company/selected-experience/","","/company/selected-experience/","route-owner"
"/company/partners/","a","href","Principles","company/principles/","https://hardmagic.com/company/principles/","internal","ok","https://hardmagic.com/company/principles/","","/company/principles/","route-owner"
"/company/partners/","a","href","Operating model","company/operating-model/","https://hardmagic.com/company/operating-model/","internal","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","route-owner"
"/company/partners/","a","href","Partners","company/partners/","https://hardmagic.com/company/partners/","internal","ok","https://hardmagic.com/company/partners/","","/company/partners/","route-owner"
"/company/partners/","a","href","Careers","company/careers/","https://hardmagic.com/company/careers/","internal","ok","https://hardmagic.com/company/careers/","","/company/careers/","route-owner"
"/company/partners/","a","href","Responsible AI","responsible-ai/","https://hardmagic.com/responsible-ai/","internal","ok","https://hardmagic.com/responsible-ai/","","/responsible-ai/","route-owner"
"/company/partners/","a","href","Security","security/","https://hardmagic.com/security/","internal","ok","https://hardmagic.com/security/","","/security/","route-owner"
"/company/partners/","a","href","Accessibility","accessibility/","https://hardmagic.com/accessibility/","internal","ok","https://hardmagic.com/accessibility/","","/accessibility/","route-owner"
"/company/partners/","a","href","Privacy","privacy/","https://hardmagic.com/privacy/","internal","ok","https://hardmagic.com/privacy/","","/privacy/","route-owner"
"/company/partners/","a","href","Advisory intake Route a consequential decision","services/executive-advisory/","https://hardmagic.com/services/executive-advisory/","internal","ok","https://hardmagic.com/services/executive-advisory/","","/services/executive-advisory/","route-owner"
"/company/partners/","a","href","Creative direction","contact/creative-direction/","https://hardmagic.com/contact/creative-direction/","internal","ok","https://hardmagic.com/contact/creative-direction/","","/contact/creative-direction/","route-owner"
"/company/partners/","a","href","GenAI","contact/genai/","https://hardmagic.com/contact/genai/","internal","ok","https://hardmagic.com/contact/genai/","","/contact/genai/","route-owner"
"/company/partners/","a","href","Media management","contact/media-management/","https://hardmagic.com/contact/media-management/","internal","ok","https://hardmagic.com/contact/media-management/","","/contact/media-management/","route-owner"
"/company/partners/","a","href","Start a conversation","contact/","https://hardmagic.com/contact/","internal","ok","https://hardmagic.com/contact/","","/contact/","route-owner"
"/company/partners/","a","href","View all company →","company/","https://hardmagic.com/company/","internal","ok","https://hardmagic.com/company/","","/company/","route-owner"
"/company/partners/","a","href","Enterprise advisory","contact/","https://hardmagic.com/contact/","internal","ok","https://hardmagic.com/contact/","","/contact/","route-owner"
"/company/partners/","a","href","Propose a partnership","/contact/partnerships/","https://hardmagic.com/contact/partnerships/","internal","ok","https://hardmagic.com/contact/partnerships/","","/contact/partnerships/","route-owner"
"/company/partners/","a","href","Review the operating model ↗","/company/operating-model/","https://hardmagic.com/company/operating-model/","internal","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","route-owner"
"/company/partners/","img","src","A conceptual HardMagic editorial composition illustrating creative and technical systems.","/assets/generative-operations-4k.BQPAlFC0_Z1626u5.avif","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z1626u5.avif","asset","asset-ok","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z1626u5.avif","","/assets/generative-operations-4k.BQPAlFC0_Z1626u5.avif/","site-build"
"/company/partners/","img","srcset","A conceptual HardMagic editorial composition illustrating creative and technical systems.","/assets/generative-operations-4k.BQPAlFC0_Z24MYKq.avif","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z24MYKq.avif","asset","asset-ok","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z24MYKq.avif","","/assets/generative-operations-4k.BQPAlFC0_Z24MYKq.avif/","site-build"
"/company/partners/","img","srcset","A conceptual HardMagic editorial composition illustrating creative and technical systems.","/assets/generative-operations-4k.BQPAlFC0_Z1YIzHx.avif","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z1YIzHx.avif","asset","asset-ok","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_Z1YIzHx.avif","","/assets/generative-operations-4k.BQPAlFC0_Z1YIzHx.avif/","site-build"
"/company/partners/","img","srcset","A conceptual HardMagic editorial composition illustrating creative and technical systems.","/assets/generative-operations-4k.BQPAlFC0_ADBFc.avif","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_ADBFc.avif","asset","asset-ok","https://hardmagic.com/assets/generative-operations-4k.BQPAlFC0_ADBFc.avif","","/assets/generative-operations-4k.BQPAlFC0_ADBFc.avif/","site-build"
"/company/partners/","a","href","Propose a partnership ↗","/contact/partnerships/","https://hardmagic.com/contact/partnerships/","internal","ok","https://hardmagic.com/contact/partnerships/","","/contact/partnerships/","route-owner"
"/company/partners/","a","href","01 contact / partnerships /","contact/partnerships/","https://hardmagic.com/contact/partnerships/","internal","ok","https://hardmagic.com/contact/partnerships/","","/contact/partnerships/","route-owner"
"/company/partners/","a","href","02 company / operating model /","company/operating-model/","https://hardmagic.com/company/operating-model/","internal","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","route-owner"
"/company/partners/","a","href","Ready to move Propose a partnership Use the relevant intake or engagement route.","/contact/partnerships/","https://hardmagic.com/contact/partnerships/","internal","ok","https://hardmagic.com/contact/partnerships/","","/contact/partnerships/","route-owner"
"/company/partners/","a","href","Still framing the question Review the operating model Continue through a relevant brief, insight, method, or product.","/company/operating-model/","https://hardmagic.com/company/operating-model/","internal","ok","https://hardmagic.com/company/operating-model/","","/company/operating-model/","route-owner"
"/company/partners/","a","href","HardMagic home","./","https://hardmagic.com/","internal","ok","https://hardmagic.com/","","/","route-owner"
"/company/partners/","img","src","HardMagic","/assets/hardmagic-wordmark.3FJu5chC.svg","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","asset","asset-ok","https://hardmagic.com/assets/hardmagic-wordmark.3FJu5chC.svg","","/assets/hardmagic-wordmark.3FJu5chC.svg/","site-build"
